mode,load,0_densenet169-32,1_mobilenet_v2-32,2_mobilenet_v3_large-4,3_mobilenet_v3_small-16
mps-uncap,1.0,34.018754959106445,8.029937744140625,4.285573959350586,4.215002059936523
