mode,load,0_densenet169-32,1_mobilenet_v2-32,2_mobilenet_v3_large-4,3_mobilenet_v3_small-16
mps-uncap,1.0,0.000476837158203125,0.0007152557373046875,0.010251998901367188,0.005245208740234375
