mode,load,0_densenet169-32,1_mobilenet_v2-32,2_mobilenet_v3_large-4,3_mobilenet_v3_small-16
mps-uncap,1.0,45.656585693359375,13.333988189697266,12.538862228393555,11.091232299804688
