mode,load,0_densenet169-32,1_mobilenet_v2-32,2_mobilenet_v3_large-4,3_mobilenet_v3_small-16
mps-uncap,1.0,721.8300080350884,3152.3938343593636,437.666456862249,1982.6965196566318
