mode,load,0_mobilenet_v3_small-16,1_densenet169-4,2_efficientnet_b7-8
mps-uncap,1.0,15.760183334350586,24.425029754638672,37.3234748840332
mig,1.0,16.822338104248047,24.568796157836914,59.5545768737793
