mode,load,0_mobilenet_v3_small-16,1_densenet169-4,2_efficientnet_b7-8
mps-uncap,1.0,0.0057220458984375,0.000476837158203125,0.0073909759521484375
mig,1.0,0.0045299530029296875,0.000476837158203125,0.0059604644775390625
