mode,load,0_mobilenet_v3_small-16,1_densenet169-4,2_efficientnet_b7-8
mps-uncap,1.0,6.605491638183595,19.031097888946533,24.886953830718994
mig,1.0,4.424571990966797,18.019649982452393,50.292580127716064
