mode,load,0_mobilenet_v2-32,1_densenet201-16,2_mobilenet_v3_small-32
mps-uncap,0.6,0.028133392333984375,0.032067298889160156,0.8585453033447266
mig,0.6,4.704117774963379,18.31209659576416,2.913951873779297
mps-uncap,0.7,0.2110004425048828,0.034809112548828125,4.106998443603516
mig,0.7,8.122920989990234,27.965903282165527,5.265712738037109
mps-uncap,0.8,3.979802131652832,11.861085891723633,11.22283935546875
mig,0.8,16.791820526123047,48.13575744628906,8.396267890930176
mps-uncap,0.9,9.684324264526367,15.535593032836914,102.93519496917725
mig,0.9,32.81736373901367,174.45993423461914,21.90864086151123
mps-uncap,1.0,19.736051559448242,27.070045471191406,7136.288046836853
mig,1.0,649.4238376617432,317.3828125,252.28595733642578
mps-uncap,1.1,61.82217597961426,53.96151542663574,14519.066333770752
mig,1.1,4359.272241592407,3317.7549839019775,3910.2470874786377
mps-uncap,1.2,3687.0763301849365,314.2439126968384,19835.103631019592
mig,1.2,6391.3633823394775,6077.199578285217,7664.635419845581
mps-uncap,1.3,5682.6043128967285,8512.800216674805,19200.501203536987
mig,1.3,9875.980854034424,9902.182936668396,9280.390501022339
