mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-8,2_vgg11-32,3_vgg11-4
mps-uncap,1.0,0.0007152557373046875,0.010013580322265625,0.0007152557373046875,0.000476837158203125
