mode,load,0_efficientnet_b6-32,1_mobilenet_v2-32,2_resnet50-32,3_squeezenet1_0-4
mps-uncap,1.0,0.000476837158203125,0.0007152557373046875,0.000476837158203125,0.00286102294921875
