mode,load,0_mobilenet_v2-32,1_squeezenet1_0-2,2_squeezenet1_0-4,3_vgg16-32
mps-uncap,1.0,0.000476837158203125,0.0007152557373046875,0.0007152557373046875,0.0007152557373046875
