mode,load,0_densenet169-4,1_squeezenet1_0-32,2_squeezenet1_1-4
mps-uncap,0.8,209.33372497558557,103.07965278625484,72.63929605484
mps-uncap,0.9,211.04862928390492,2632.4102163314824,2539.614326953888
mps-uncap,1.0,2135.826542377472,7088.878369331362,10223.551223278046
mps-uncap,0.5,61.83755397796622,31.519651412963867,13.550126552581787
mps-uncap,0.6,80.78956604003928,43.09580326080329,17.48594284057619
mps-uncap,0.7,91.00647211074826,59.55713987350464,26.012248992919915
mps-uncap,0.1,46.450886726379395,23.5518741607666,8.015155792236328
mps-uncap,0.2,46.26542329788208,20.14539718627932,9.60848331451416
mps-uncap,0.3,45.579731464386,23.439533710479733,11.099765300750727
mps-uncap,0.4,58.20394754409793,30.06683826446533,11.332130432128906
