mode,load,0_densenet169-4,1_squeezenet1_0-32,2_squeezenet1_1-4
mps-uncap,0.8,30.65240383148193,10.490713119506834,6.676263809204102
mps-uncap,0.9,26.633985042572018,8.863663673400879,6.536056995391843
mps-uncap,1.0,30.806427001953125,8.861641883850098,6.84916257858276
mps-uncap,0.5,23.357605934143066,11.129617691040039,6.304585933685303
mps-uncap,0.6,23.217601776123047,11.09669208526612,6.357212066650391
mps-uncap,0.7,24.00339365005493,10.837376117706299,6.482753753662109
mps-uncap,0.1,37.849998474121094,12.22658634185791,6.156206130981445
mps-uncap,0.2,31.88037872314453,10.701417922973636,5.880465507507324
mps-uncap,0.3,30.615973472595226,11.167311668395996,5.790247917175292
mps-uncap,0.4,27.70687341690064,11.215853691101074,5.749320983886719
