mode,load,0_densenet169-4,1_squeezenet1_0-32,2_squeezenet1_1-4
mps-uncap,0.8,16.791105270385742,6.102085113525391,1.6913414001464844
mps-uncap,0.9,17.76599884033203,6.747722625732422,1.720428466796875
mps-uncap,1.0,17.500638961791992,6.510734558105469,1.7199516296386719
mps-uncap,0.5,16.65520668029785,5.898475646972656,1.697540283203125
mps-uncap,0.6,16.793012619018555,5.897045135498047,1.7015933990478516
mps-uncap,0.7,16.82877540588379,5.916118621826172,1.6961097717285156
mps-uncap,0.1,16.91436767578125,6.263971328735352,1.962900161743164
mps-uncap,0.2,16.520977020263672,6.239891052246094,1.9938945770263672
mps-uncap,0.3,16.707181930541992,5.921602249145508,1.7075538635253906
mps-uncap,0.4,16.41225814819336,5.908012390136719,1.682281494140625
