mode,load,0_densenet169-4,1_squeezenet1_0-32,2_squeezenet1_1-4
mps-uncap,0.8,29.50215339660645,8.091020584106445,5.869078636169434
mps-uncap,0.9,24.438953399658203,8.295059204101562,5.870294570922853
mps-uncap,1.0,30.158710479736328,8.187389373779297,6.212663650512695
mps-uncap,0.5,21.70431613922119,9.186506271362305,5.281567573547363
mps-uncap,0.6,21.950101852416996,8.899927139282227,5.461406707763672
mps-uncap,0.7,22.561049461364746,8.382678031921387,5.5927276611328125
mps-uncap,0.1,31.212425231933594,10.827350616455078,4.167079925537109
mps-uncap,0.2,29.836058616638184,9.335565567016603,4.670906066894531
mps-uncap,0.3,24.44291114807129,9.522843360900879,4.897451400756836
mps-uncap,0.4,24.293065071105957,9.344768524169922,4.877567291259766
