mode,load,0_densenet169-4,1_squeezenet1_0-32,2_squeezenet1_1-4
mps-uncap,0.8,181.40787124633624,95.55130958557127,68.97031545639037
mps-uncap,0.9,187.98496961593617,2625.1730918884277,2535.6354308128357
mps-uncap,1.0,2107.347128391266,7081.355533599855,10220.004065036774
mps-uncap,0.5,44.00658607482907,23.964285850524902,10.13495922088625
mps-uncap,0.6,62.31110095977783,35.884428024292,13.976993560791028
mps-uncap,0.7,70.7077956199646,52.053987979888916,22.003030776977532
mps-uncap,0.1,24.29243326187134,12.818384170532225,3.7767887115478516
mps-uncap,0.2,26.337623596191406,12.02103614807132,5.602655410766602
mps-uncap,0.3,27.341091632843067,16.280229091644284,7.218122482299805
mps-uncap,0.4,37.38648891448976,21.577725410461415,8.09173583984375
