mode,load,0_densenet169-4,1_squeezenet1_0-32,2_squeezenet1_1-4
mps-uncap,0.8,31.66794776916504,12.268543243408203,8.571147918701172
mps-uncap,0.9,30.351638793945312,22.52960205078125,9.479761123657227
mps-uncap,1.0,31.940460205078125,9.395122528076172,9.92131233215332
mps-uncap,0.5,26.477336883544922,15.806198120117188,15.215396881103516
mps-uncap,0.6,25.061368942260742,16.092777252197266,14.03951644897461
mps-uncap,0.7,26.127099990844727,12.651681900024414,9.066104888916016
mps-uncap,0.1,38.44761848449707,14.182806015014648,8.679389953613281
mps-uncap,0.2,33.014774322509766,12.221097946166992,9.056568145751953
mps-uncap,0.3,36.88311576843262,16.269683837890625,8.784770965576172
mps-uncap,0.4,32.00817108154297,13.062000274658203,9.792327880859375
