mode,load,0_densenet169-4,1_squeezenet1_0-32,2_squeezenet1_1-4
mps-uncap,0.8,16.529083251953125,16.549110412597656,6.050705909729004
mps-uncap,0.9,18.48733425140381,1753.7708282470703,1214.6503925323486
mps-uncap,1.0,966.3999080657959,3159.9559783935547,5195.9228515625
mps-uncap,0.5,0.02658367156982422,0.9865760803222656,0.023365020751953125
mps-uncap,0.6,0.025272369384765625,4.108428955078125,0.44536590576171875
mps-uncap,0.7,1.525282859802246,7.079362869262695,1.6930103302001953
mps-uncap,0.1,0.041484832763671875,0.02956390380859375,0.029087066650390625
mps-uncap,0.2,0.03314018249511719,0.027894973754882812,0.026702880859375
mps-uncap,0.3,0.029802322387695312,0.026464462280273438,0.026941299438476562
mps-uncap,0.4,0.028252601623535156,0.026464462280273438,0.025272369384765625
