mode,load,0_densenet169-4,1_squeezenet1_0-32,2_squeezenet1_1-4
mps-uncap,0.8,236.76252365112305,133.25762748718262,102.13327407836914
mps-uncap,0.9,241.4257526397705,2655.4243564605713,2574.9289989471436
mps-uncap,1.0,2247.6966381073,7220.801591873169,10300.310134887695
mps-uncap,0.5,63.782453536987305,46.08345031738281,21.768808364868164
mps-uncap,0.6,97.95999526977539,52.078962326049805,30.096769332885742
mps-uncap,0.7,151.06534957885742,80.79957962036133,40.65537452697754
mps-uncap,0.1,31.665325164794922,26.122570037841797,7.840871810913086
mps-uncap,0.2,31.40997886657715,21.39425277709961,9.185075759887695
mps-uncap,0.3,35.9804630279541,29.325246810913086,13.552188873291016
mps-uncap,0.4,54.25405502319336,52.7040958404541,16.793489456176758
