mode,load,0_densenet169-4,1_squeezenet1_0-32,2_squeezenet1_1-4
mps-uncap,0.8,16.889333724975586,6.195306777954102,1.7180442810058594
mps-uncap,0.9,17.782926559448242,7.075309753417969,1.8951892852783203
mps-uncap,1.0,17.517566680908203,6.525754928588867,1.7428398132324219
mps-uncap,0.5,16.768455505371094,6.016254425048828,1.7209053039550781
mps-uncap,0.6,16.930341720581055,5.9146881103515625,1.7321109771728516
mps-uncap,0.7,16.935110092163086,5.96308708190918,1.7192363739013672
mps-uncap,0.1,17.185449600219727,6.278753280639648,1.9769668579101562
mps-uncap,0.2,16.757488250732422,6.2656402587890625,2.012968063354492
mps-uncap,0.3,16.760587692260742,5.947351455688477,1.7201900482177734
mps-uncap,0.4,16.62302017211914,5.921363830566406,1.7044544219970703
