mode,load,0_vgg16-16,1_inception_v3-4,2_resnet18-4
mps-uncap,0.1,141.45374588767945,14.93684295536845,43.89421828701364
mps-uncap,0.2,271.5422349313199,30.054682388720177,91.1345010254777
mps-uncap,0.3,413.55036230957666,46.9058741522702,137.24980933635032
mps-uncap,0.4,539.5595391836019,61.81169700033303,175.9818887594226
mps-uncap,0.5,681.0330085275826,78.09625482300389,226.82214807328546
mps-uncap,0.6,794.1430838723097,93.07984311798555,265.2479950718052
mps-uncap,0.7,929.1493002300662,109.56485745530722,316.8241820534891
mps-uncap,0.8,1046.1990224385515,122.02519600057887,355.7957006694459
mps-uncap,0.9,1202.9617043451308,141.98639254643348,391.66797859461036
mps-uncap,1.0,1311.4018829814227,146.6941770176835,437.5308167224836
mps-uncap,1.1,1325.1725969704205,137.06329180126332,449.39407494250673
mps-uncap,1.2,1323.4631615977892,139.51711988477075,449.8148926884021
mps-uncap,1.3,1326.105700229438,139.42675087759028,451.6629937159354
mps-uncap,1.4,1318.8255118072325,140.45603806749608,454.00350250039264
mps-uncap,1.5,1311.5691466913684,148.4640257866723,440.49855680839187
ts,0.1,127.85043326688054,15.211107287695398,45.44210552981252
ts,0.2,271.7356395198807,30.08165097303146,88.89234882060168
ts,0.3,410.7425487279657,46.995972304449246,135.42374339687396
ts,0.4,523.9540823884406,63.354943322212954,180.10085791436487
ts,0.5,684.5651500216043,74.89842977946242,224.60987256721535
ts,0.6,794.4610670506303,93.08848574008896,265.8849069164683
ts,0.7,955.4556507167397,110.65741840142994,312.9603456352326
ts,0.8,1071.865283318445,124.55084380804712,356.23880438155805
ts,0.9,1032.392699850363,135.05903951508446,404.9690638869258
ts,1.0,998.8303081443959,150.42938906223088,443.3949486521173
ts,1.1,956.9465950005967,166.55005456241142,492.8304438141193
ts,1.2,917.400948788308,187.01169040212187,528.8548206225083
ts,1.3,880.6318117254548,202.0545638621026,577.0353211348948
ts,1.4,847.646698694479,212.39438880247295,619.1606401046597
ts,1.5,804.7004157884951,233.01364008938845,664.3146175120745
mig,0.1,134.90351722823877,14.14157845446868,44.18338002604208
mig,0.2,270.41642678584645,30.079857016626942,88.61805457347309
mig,0.3,413.63044602608545,45.73414671153091,134.26708762141917
mig,0.4,540.4590159406399,60.68165118325376,180.52451501149457
mig,0.5,658.2596762379617,76.76269856315609,226.32408731006927
mig,0.6,740.0790165764643,91.57537116186356,269.1900382088588
mig,0.7,739.9890497556477,108.18726213543783,310.7510438036672
mig,0.8,738.5824228955984,122.58367057768261,357.6789576786245
mig,0.9,737.28542819548,139.99357769547106,398.9239181494242
mig,1.0,735.4999033920317,154.59978959390347,444.1376879182036
mig,1.1,734.3166410851378,169.1201438724847,490.98167341411425
mig,1.2,733.5031058530036,184.18228763769181,530.7403698500501
mig,1.3,731.9385165601142,200.14726896329714,576.7884554407992
mig,1.4,687.3158362352656,211.9906765905678,625.049764186023
mig,1.5,729.3514581236707,228.46137178361047,663.2565553992001
