mode,load,0_efficientnet_b5-2,1_resnet50-32,2_vgg19-32
mps-uncap,0.8,601.5675067901611,433.20488929748535,414.3996238708496
mps-uncap,0.9,1128.3471584320068,1076.3177871704102,835.4747295379639
mps-uncap,1.0,805.3624629974365,7169.822454452515,4672.688245773315
mps-uncap,0.5,155.3637981414795,160.6881618499756,114.93444442749023
mps-uncap,0.6,183.65049362182617,176.6195297241211,208.5113525390625
mps-uncap,0.7,275.68864822387695,229.40421104431152,246.6907501220703
mps-uncap,0.1,41.00513458251953,49.79276657104492,53.43508720397949
mps-uncap,0.2,79.01620864868164,70.05476951599121,87.33773231506348
mps-uncap,0.3,95.34931182861328,78.89175415039062,97.3212718963623
mps-uncap,0.4,90.45147895812988,117.03705787658691,103.86109352111816
