mode,load,0_efficientnet_b5-2,1_resnet50-32,2_vgg19-32
mps-uncap,0.8,489.1176223754883,391.2794589996338,385.94579696655273
mps-uncap,0.9,1021.8753814697266,1022.3660469055176,811.2459182739258
mps-uncap,1.0,709.496259689331,7113.466262817383,4640.796422958374
mps-uncap,0.5,107.29432106018066,112.26296424865723,88.27614784240723
mps-uncap,0.6,122.78532981872559,159.44480895996094,179.21686172485352
mps-uncap,0.7,204.44345474243164,184.11660194396973,218.41740608215332
mps-uncap,0.1,11.540889739990234,13.897180557250977,22.29905128479004
mps-uncap,0.2,28.876543045043945,27.07052230834961,60.12845039367676
mps-uncap,0.3,47.338247299194336,53.47633361816406,74.43475723266602
mps-uncap,0.4,63.72880935668945,85.0992202758789,79.50735092163086
