mode,load,0_inception_v3-16,1_mobilenet_v2-4,2_squeezenet1_0-16
mps-uncap,0.8,77.16631889343263,50.96173286437988,26.101231575012232
mps-uncap,0.9,202.00915336608884,1123.5564231872559,784.917950630188
mps-uncap,1.0,1393.6435461044312,7222.346091270446,6747.068119049072
mps-uncap,0.5,22.296476364135746,11.647796630859377,10.412788391113283
mps-uncap,0.6,28.97448539733887,14.405584335327148,13.313651084899902
mps-uncap,0.7,37.37170696258545,20.483136177063,16.806483268737793
mps-uncap,0.1,23.327970504760742,15.012741088867188,6.878042221069338
mps-uncap,0.2,23.052096366882324,15.656828880310066,7.957816123962402
mps-uncap,0.3,21.62303924560546,13.113498687744155,8.687925338745117
mps-uncap,0.4,21.073532104492195,11.162376403808594,9.471607208251953
