mode,load,0_inception_v3-16,1_mobilenet_v2-4,2_squeezenet1_0-16
mps-uncap,0.8,17.212963104248047,5.942583084106445,5.393362045288086
mps-uncap,0.9,16.48693084716797,5.844593048095703,5.947351455688477
mps-uncap,1.0,16.594576835632324,5.9032440185546875,5.983829498291016
mps-uncap,0.5,14.692306518554688,5.67326545715332,5.280208587646484
mps-uncap,0.6,15.933966636657717,5.538082122802734,5.312681198120117
mps-uncap,0.7,16.632962226867676,5.693030357360841,5.349159240722656
mps-uncap,0.1,20.28827667236328,9.692192077636719,6.1907291412353525
mps-uncap,0.2,19.48988437652588,9.4804048538208,5.544567108154297
mps-uncap,0.3,16.40300750732422,7.909369468688966,5.484533309936523
mps-uncap,0.4,15.089321136474611,6.903648376464844,5.407857894897461
