mode,load,0_inception_v3-16,1_mobilenet_v2-4,2_squeezenet1_0-16
mps-uncap,0.8,147.98651695251482,87.75342702865588,43.31866979598999
mps-uncap,0.9,308.8114404678344,1243.4842681884759,884.4538903236389
mps-uncap,1.0,1808.274185657501,8003.417806625364,7491.988887786865
mps-uncap,0.5,38.63370895385742,18.97847175598145,17.34697341918945
mps-uncap,0.6,50.382716655731194,25.1256489753723,22.73017168045044
mps-uncap,0.7,61.8770456314087,36.788883209228516,28.85036468505863
mps-uncap,0.1,38.29551696777344,23.646011352539062,11.389999389648423
mps-uncap,0.2,36.772191524505615,24.565370082855218,12.539916038513182
mps-uncap,0.3,31.67334556579588,22.113599777221665,13.55380058288574
mps-uncap,0.4,34.22548294067379,19.272217750549324,15.63244342803951
