mode,load,0_inception_v3-16,1_mobilenet_v2-4,2_squeezenet1_0-16
mps-uncap,0.8,135.29337882995608,82.82229900360093,38.772850036621094
mps-uncap,0.9,292.3749256134033,1238.325548171997,879.6415877342224
mps-uncap,1.0,1792.2912096977232,7998.304176330566,7486.818742752075
mps-uncap,0.5,27.464809417724606,14.621105194091799,13.046717643737788
mps-uncap,0.6,37.34182119369505,20.617809295654297,18.472492694854736
mps-uncap,0.7,47.45409965515137,32.210149765014656,24.388062953948975
mps-uncap,0.1,18.29226016998291,14.243202209472626,5.717725753784178
mps-uncap,0.2,22.042572498321533,17.643706798553456,7.605714797973631
mps-uncap,0.3,20.83488464355467,16.487691402435296,8.588275909423828
mps-uncap,0.4,23.30247879028314,14.144444465637221,11.380715370178196
