mode,load,0_inception_v3-16,1_mobilenet_v2-4,2_squeezenet1_0-16
mps-uncap,0.8,175.17566680908203,138.35787773132324,58.3500862121582
mps-uncap,0.9,351.8791198730469,1284.6064567565918,908.801794052124
mps-uncap,1.0,1855.2069664001465,8147.413969039917,7598.816394805908
mps-uncap,0.5,64.05901908874512,23.832082748413086,21.504878997802734
mps-uncap,0.6,62.87550926208496,43.532371520996094,32.92512893676758
mps-uncap,0.7,70.2812671661377,53.98368835449219,38.805246353149414
mps-uncap,0.1,30.035972595214844,31.08525276184082,10.283470153808594
mps-uncap,0.2,32.95731544494629,29.45089340209961,14.533519744873047
mps-uncap,0.3,36.57174110412598,29.634714126586914,17.534494400024414
mps-uncap,0.4,40.22669792175293,34.00230407714844,19.002914428710938
