mode,load,0_inception_v3-16,1_mobilenet_v2-4,2_squeezenet1_0-16
mps-uncap,0.8,25.860071182250977,17.687082290649414,10.091662406921387
mps-uncap,0.9,71.93732261657715,336.8706703186035,431.5272569656372
mps-uncap,1.0,357.71071910858154,3762.443423271179,3714.911937713623
mps-uncap,0.5,12.397289276123047,5.802392959594727,4.955530166625977
mps-uncap,0.6,14.642596244812012,6.552577018737793,5.633950233459473
mps-uncap,0.7,16.96944236755371,8.485078811645508,7.024645805358887
mps-uncap,0.1,18.207550048828125,9.486198425292969,4.865169525146484
mps-uncap,0.2,16.330599784851074,8.640527725219727,4.794001579284668
mps-uncap,0.3,14.581918716430664,7.351040840148926,4.789590835571289
mps-uncap,0.4,12.874245643615723,6.21485710144043,4.860162734985352
