mode,load,0_inception_v3-16,1_mobilenet_v2-4,2_squeezenet1_0-16
mps-uncap,0.8,61.88778877258301,46.05138301849365,21.565246582031296
mps-uncap,0.9,185.87288856506345,1118.5606479644775,780.0578117370604
mps-uncap,1.0,1377.0043611526492,7217.373085021973,6741.759490966797
mps-uncap,0.5,11.087322235107424,7.077169418334962,6.003570556640626
mps-uncap,0.6,16.663455963134783,9.88621711730957,8.972764015197754
mps-uncap,0.7,23.99022579193116,15.870070457458509,12.446999549865723
mps-uncap,0.1,7.620334625244143,6.289815902709961,0.3133296966552735
mps-uncap,0.2,8.460640907287598,7.7447414398193395,3.0767440795898446
mps-uncap,0.3,9.124469757080075,6.793975830078126,4.001522064208985
mps-uncap,0.4,10.216736793518072,6.108140945434571,4.802560806274415
