mode,load,0_inception_v3-16,1_mobilenet_v2-4,2_squeezenet1_0-16
mps-uncap,0.8,11.868953704833984,12.915730476379395,5.653977394104004
mps-uncap,0.9,55.81235885620117,331.859827041626,426.99313163757324
mps-uncap,1.0,341.7412042617798,3757.0849657058716,3709.392309188843
mps-uncap,0.5,0.022172927856445312,0.4220008850097656,0.021457672119140625
mps-uncap,0.6,0.02002716064453125,1.9354820251464844,1.1657476425170898
mps-uncap,0.7,3.3304691314697266,3.899097442626953,2.753734588623047
mps-uncap,0.1,0.041484832763671875,0.030040740966796875,0.03337860107421875
mps-uncap,0.2,0.030994415283203125,0.029087066650390625,0.026941299438476562
mps-uncap,0.3,0.028848648071289062,0.027894973754882812,0.026941299438476562
mps-uncap,0.4,0.026106834411621094,0.028371810913085938,0.026464462280273438
