mode,load,0_inception_v3-16,1_mobilenet_v2-4,2_squeezenet1_0-16
mps-uncap,0.8,0.011920928955078125,0.008821487426757812,0.0095367431640625
mps-uncap,0.9,0.011682510375976562,0.011444091796875,0.0095367431640625
mps-uncap,1.0,0.011444091796875,0.011920928955078125,0.011920928955078125
mps-uncap,0.5,0.011682510375976562,0.0095367431640625,0.009059906005859375
mps-uncap,0.6,0.0095367431640625,0.009059906005859375,0.009059906005859375
mps-uncap,0.7,0.010013580322265625,0.0095367431640625,0.009059906005859375
mps-uncap,0.1,0.015020370483398438,0.013828277587890625,0.014066696166992188
mps-uncap,0.2,0.012636184692382812,0.011444091796875,0.011205673217773438
mps-uncap,0.3,0.012159347534179688,0.009775161743164062,0.011205673217773438
mps-uncap,0.4,0.0095367431640625,0.0095367431640625,0.010013580322265625
