mode,load,0_inception_v3-16,1_mobilenet_v2-4,2_squeezenet1_0-16
mps-uncap,0.8,19.133329391479496,6.938314437866209,6.585977077484132
mps-uncap,0.9,17.433700561523434,6.089982986450194,6.269977092742921
mps-uncap,1.0,17.148616313934326,6.111998558044433,6.23964309692383
mps-uncap,0.5,18.06534767150879,7.166929244995118,7.807474136352539
mps-uncap,0.6,18.900320529937744,6.838119029998776,7.774531841278076
mps-uncap,0.7,19.188213348388675,6.876766681671144,7.535433769226085
mps-uncap,0.1,21.584610939025882,10.26121139526367,7.713994979858395
mps-uncap,0.2,20.67345380783081,9.983057975769041,7.958903312683103
mps-uncap,0.3,19.387168884277344,9.3426513671875,7.79743194580078
mps-uncap,0.4,17.97528266906738,8.196702003479007,7.944550514221184
