mode,load,0_efficientnet_b5-2,1_efficientnet_b5-8,2_mobilenet_v2-32,3_vgg13-32
mps-uncap,1.0,0.0095367431640625,0.011682510375976562,0.000476837158203125,0.0007152557373046875
