mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-8,2_resnet18-16,3_resnet34-32
mps-uncap,1.0,0.0007152557373046875,0.0040531158447265625,0.000476837158203125,0.0007152557373046875
