mode,load,0_vgg19-2,1_efficientnet_b6-2,2_resnet152-8
mps-uncap,1.0,4.07862663269043,22.736310958862305,20.109891891479492
mig,1.0,4.843711853027344,17.449617385864258,26.317834854125977
