mode,load,0_efficientnet_b6-2,1_mobilenet_v2-32,2_squeezenet1_0-4,3_vgg16-32
mps-uncap,1.0,0.011205673217773438,0.0007152557373046875,0.0007152557373046875,0.0007152557373046875
