mode,load,0_densenet201-32,1_mobilenet_v2-16,2_resnet50-8
mps-uncap,0.8,0.012874603271484375,0.009298324584960938,0.0095367431640625
mps-uncap,0.9,0.015020370483398438,0.010013580322265625,0.010251998901367188
mps-uncap,1.0,0.015735626220703125,0.01239776611328125,0.0095367431640625
mps-uncap,0.5,0.012159347534179688,0.0095367431640625,0.009775161743164062
mps-uncap,0.6,0.011682510375976562,0.009298324584960938,0.010967254638671875
mps-uncap,0.7,0.011682510375976562,0.0095367431640625,0.0095367431640625
mps-uncap,0.1,0.013113021850585938,0.01430511474609375,0.011920928955078125
mps-uncap,0.2,0.012636184692382812,0.012159347534179688,0.011920928955078125
mps-uncap,0.3,0.012636184692382812,0.009298324584960938,0.010967254638671875
mps-uncap,0.4,0.01239776611328125,0.0095367431640625,0.011205673217773438
