mode,load,0_densenet201-32,1_mobilenet_v2-16,2_resnet50-8
mps-uncap,0.8,29.3734073638916,3.989696502685547,4.748821258544922
mps-uncap,0.9,33.63609313964844,4.002094268798828,4.853487014770508
mps-uncap,1.0,29.701948165893555,4.051923751831055,4.731178283691406
mps-uncap,0.5,28.492212295532227,3.9215087890625,4.690647125244141
mps-uncap,0.6,28.442859649658203,4.038810729980469,4.729270935058594
mps-uncap,0.7,28.957843780517578,3.95965576171875,4.6863555908203125
mps-uncap,0.1,28.29766273498535,4.932641983032227,5.753278732299805
mps-uncap,0.2,28.351545333862305,4.031658172607422,4.665136337280273
mps-uncap,0.3,28.19037437438965,4.0798187255859375,4.700422286987305
mps-uncap,0.4,28.406858444213867,3.9610862731933594,4.730224609375
