mode,load,0_densenet201-32,1_mobilenet_v2-16,2_resnet50-8
mps-uncap,0.8,292.46807098388666,30.49044609069825,60.63241958618166
mps-uncap,0.9,2268.756937980652,222.37925529479983,1803.0068635940552
mps-uncap,1.0,5304.101228713989,6743.1994915008545,2747.3640918731694
mps-uncap,0.5,38.32817077636719,8.25362205505371,9.184479713439941
mps-uncap,0.6,71.34332656860347,10.993146896362303,15.280151367187509
mps-uncap,0.7,110.79552173614509,22.525238990783695,31.619191169738777
mps-uncap,0.1,0.05373954772949219,0.5469560623168868,0.06899833679199222
mps-uncap,0.2,13.159036636352543,5.8183670043945375,3.9667129516601576
mps-uncap,0.3,20.335674285888672,6.752061843872071,6.694221496582034
mps-uncap,0.4,30.583524703979503,7.03351497650147,7.702493667602541
