mode,load,0_densenet201-32,1_mobilenet_v2-16,2_resnet50-8
mps-uncap,0.8,472.5370907783509,75.94888687133795,133.90006542205802
mps-uncap,0.9,2654.057455062865,318.6047983169555,1965.9151458740237
mps-uncap,1.0,5680.80950975418,7096.239156723022,3103.7205743789673
mps-uncap,0.5,128.87210845947263,26.50102615356446,31.318879127502466
mps-uncap,0.6,200.19134521484375,34.67647314071656,46.51246547698973
mps-uncap,0.7,321.5704274177552,53.617486953735416,81.24583721160889
mps-uncap,0.1,55.52159309387207,17.0794129371643,19.802455902099588
mps-uncap,0.2,74.97114658355711,23.092346191406225,20.79054832458496
mps-uncap,0.3,91.42699241638189,22.247800827026367,25.056791305542003
mps-uncap,0.4,108.77026557922362,25.184636116027836,26.86269760131837
