mode,load,0_densenet201-32,1_mobilenet_v2-16,2_resnet50-8
mps-uncap,0.8,32.022714614868164,4.021167755126953,4.767656326293945
mps-uncap,0.9,38.808345794677734,4.106044769287109,4.892826080322266
mps-uncap,1.0,44.077157974243164,4.354953765869141,4.760026931762695
mps-uncap,0.5,28.516530990600586,3.9484500885009766,4.720211029052734
mps-uncap,0.6,28.467416763305664,4.065990447998047,4.758596420288086
mps-uncap,0.7,28.97477149963379,3.998994827270508,4.727602005004883
mps-uncap,0.1,28.310775756835938,5.060672760009766,5.778789520263672
mps-uncap,0.2,28.471708297729492,4.056215286254883,5.102634429931641
mps-uncap,0.3,28.21660041809082,4.120349884033203,4.733085632324219
mps-uncap,0.4,28.429746627807617,3.9834976196289062,4.76837158203125
