mode,load,0_densenet201-32,1_mobilenet_v2-16,2_resnet50-8
mps-uncap,0.8,52.062273025512695,7.15327262878418,10.993599891662598
mps-uncap,0.9,57.95741081237793,7.72404670715332,12.447953224182129
mps-uncap,1.0,57.79552459716797,8.407950401306152,11.237382888793945
mps-uncap,0.5,38.268089294433594,6.188392639160156,7.708072662353516
mps-uncap,0.6,42.71960258483887,5.8623552322387695,7.651329040527344
mps-uncap,0.7,46.04172706604004,6.914496421813965,9.522199630737305
mps-uncap,0.1,35.370588302612305,8.827924728393555,10.541677474975586
mps-uncap,0.2,33.905744552612305,8.44573974609375,10.076284408569336
mps-uncap,0.3,34.32774543762207,7.903814315795898,9.23466682434082
mps-uncap,0.4,36.81659698486328,7.00986385345459,8.393287658691406
