mode,load,0_efficientnet_b5-2,1_inception_v3-32,2_vgg11-8
mps-uncap,0.8,31.522264480590813,32.542243003845215,7.570433616638184
mps-uncap,0.9,32.418389320373535,32.7866268157959,7.625460624694824
mps-uncap,1.0,39.52351093292236,34.482717514038086,7.2339487075805655
mps-uncap,0.5,28.258461952209473,31.220703125,7.6556801795959455
mps-uncap,0.6,33.764629364013686,29.631309509277344,7.533073425292969
mps-uncap,0.7,30.46823501586914,32.22008228302002,7.606658935546888
mps-uncap,0.1,35.754835605621345,26.23300552368162,7.328586578369134
mps-uncap,0.2,35.273334980010986,24.848504066467285,8.14154863357544
mps-uncap,0.3,28.288917541503892,29.90610122680664,7.875919342041016
mps-uncap,0.4,28.763782978057865,28.352522850036618,7.776083946228033
