mode,load,0_efficientnet_b5-2,1_inception_v3-32,2_vgg11-8
mps-uncap,0.8,71.35207653045659,132.05866813659668,37.195634841918945
mps-uncap,0.9,144.3011283874512,878.1220436096193,183.1810474395752
mps-uncap,1.0,6956.70564174652,6325.286149978638,2955.7625293731694
mps-uncap,0.5,30.52241802215576,37.055158615112305,10.97414493560791
mps-uncap,0.6,43.47779750823975,43.73545646667482,13.608694076538086
mps-uncap,0.7,46.79555892944336,67.14780330657959,20.366311073303226
mps-uncap,0.1,35.129427909851074,25.209951400756832,6.403684616088869
mps-uncap,0.2,30.46703338623048,23.21891784667969,7.115387916564945
mps-uncap,0.3,27.956247329711914,26.97968482971192,8.054637908935549
mps-uncap,0.4,29.6983003616333,29.256296157836914,8.694744110107424
