mode,load,0_efficientnet_b5-2,1_inception_v3-32,2_vgg11-8
mps-uncap,0.8,22.967815399169922,27.84562110900879,4.544496536254883
mps-uncap,0.9,29.026269912719727,30.634403228759766,4.7293901443481445
mps-uncap,1.0,35.86745262145996,32.55748748779297,4.596948623657227
mps-uncap,0.5,17.322778701782227,17.290353775024414,4.087090492248535
mps-uncap,0.6,18.11397075653076,18.630027770996094,4.112720489501953
mps-uncap,0.7,18.6922550201416,22.361397743225098,4.3288469314575195
mps-uncap,0.1,26.697635650634766,18.474102020263672,4.266262054443359
mps-uncap,0.2,23.970603942871094,18.404245376586914,4.152774810791016
mps-uncap,0.3,17.84038543701172,16.75891876220703,4.1435956954956055
mps-uncap,0.4,17.786622047424316,16.138792037963867,4.104137420654297
