mode,load,0_efficientnet_b5-2,1_inception_v3-32,2_vgg11-8
mps-uncap,0.8,214.56336975097656,282.0699214935303,134.1407299041748
mps-uncap,0.9,295.0725555419922,1184.2741966247559,301.46217346191406
mps-uncap,1.0,8228.851556777954,7402.555465698242,3553.7421703338623
mps-uncap,0.5,62.874555587768555,80.82747459411621,43.501853942871094
mps-uncap,0.6,87.36634254455566,94.04587745666504,46.202659606933594
mps-uncap,0.7,147.30525016784668,180.31668663024902,75.16956329345703
mps-uncap,0.1,55.76157569885254,51.62191390991211,14.961481094360352
mps-uncap,0.2,54.874420166015625,47.61767387390137,14.653921127319336
mps-uncap,0.3,54.123878479003906,63.088178634643555,20.066499710083008
mps-uncap,0.4,56.23221397399902,76.59482955932617,26.294469833374023
