mode,load,0_efficientnet_b5-2,1_inception_v3-32,2_vgg11-8
mps-uncap,0.8,47.161555290222175,105.2131175994873,32.17482566833496
mps-uncap,0.9,116.69368743896489,847.986125946045,178.20239067077637
mps-uncap,1.0,6921.057844161986,6293.307065963745,2951.1604309082036
mps-uncap,0.5,13.016891479492203,17.731809616088867,6.368613243103027
mps-uncap,0.6,22.726655006408695,21.915149688720714,8.933186531066895
mps-uncap,0.7,25.568866729736328,41.704797744750984,15.670752525329592
mps-uncap,0.1,0.051021575927734375,2.5776386260986106,0.4093170166015658
mps-uncap,0.2,5.944848060607914,2.150821685791016,2.318501472473149
mps-uncap,0.3,9.355306625366214,9.377479553222672,3.4640550613403325
mps-uncap,0.4,11.165904998779295,12.235021591186523,4.085063934326172
