mode,load,0_efficientnet_b5-2,1_inception_v3-32,2_vgg11-8
mps-uncap,0.8,33.986568450927734,36.473989486694336,14.997243881225586
mps-uncap,0.9,34.35993194580078,37.17637062072754,8.72492790222168
mps-uncap,1.0,44.94142532348633,42.89531707763672,18.01609992980957
mps-uncap,0.5,29.57010269165039,33.26249122619629,10.744333267211914
mps-uncap,0.6,36.35716438293457,30.78627586364746,10.277271270751953
mps-uncap,0.7,33.078908920288086,34.81769561767578,16.09635353088379
mps-uncap,0.1,36.94033622741699,27.63986587524414,14.921903610229492
mps-uncap,0.2,35.932064056396484,31.886816024780273,12.093544006347656
mps-uncap,0.3,31.279802322387695,32.6535701751709,10.294914245605469
mps-uncap,0.4,33.17975997924805,34.75451469421387,18.264293670654297
