mode,load,0_efficientnet_b5-2,1_inception_v3-32,2_vgg11-8
mps-uncap,0.8,15.10477066040039,11.284828186035156,3.4837722778320312
mps-uncap,0.9,15.960216522216797,19.472599029541016,3.749847412109375
mps-uncap,1.0,21.25382423400879,23.987293243408203,3.6809444427490234
mps-uncap,0.5,14.868021011352539,10.98942756652832,3.4623146057128906
mps-uncap,0.6,14.714956283569336,10.795831680297852,3.4575462341308594
mps-uncap,0.7,14.912843704223633,11.173725128173828,3.4422874450683594
mps-uncap,0.1,16.35003089904785,14.079570770263672,3.5431385040283203
mps-uncap,0.2,15.686988830566406,11.159658432006836,3.5071372985839844
mps-uncap,0.3,14.82081413269043,11.19232177734375,3.4835338592529297
mps-uncap,0.4,14.834880828857422,10.799169540405273,3.4558773040771484
