mode,load,0_efficientnet_b7-4,1_efficientnet_b7-4
mig,0.1,31.68797492980957,29.181480407714844
mig,0.2,24.054646492004395,24.121260643005375
mig,0.3,23.517513275146484,23.650765419006348
mig,0.4,22.664666175842285,22.54037857055664
mig,0.5,22.314977645874023,22.16598987579346
mig,0.6,21.646928787231445,22.397518157958984
mig,0.7,21.415233612060547,21.9027042388916
mig,0.8,21.43549919128418,21.58339023590088
mig,0.9,21.84891700744629,21.77760601043701
mig,1.0,21.25372886657715,21.452641487121582
