mode,load,0_efficientnet_b7-4,1_efficientnet_b7-4
mig,0.1,21.334409713745117,21.161556243896484
mig,0.2,21.253585815429688,21.254777908325195
mig,0.3,21.20804786682129,21.313190460205078
mig,0.4,21.129369735717773,20.852088928222656
mig,0.5,21.3775634765625,21.107196807861328
mig,0.6,21.19922637939453,21.608352661132812
mig,0.7,21.069049835205078,21.397829055786133
mig,0.8,21.123886108398438,21.326780319213867
mig,0.9,21.5909481048584,21.494626998901367
mig,1.0,20.955562591552734,21.18062973022461
