mode,load,0_efficientnet_b7-4,1_efficientnet_b7-4
mig,0.1,21.46005630493164,21.249055862426758
mig,0.2,21.26622200012207,21.34537696838379
mig,0.3,21.316051483154297,21.386146545410156
mig,0.4,21.175622940063477,20.9197998046875
mig,0.5,21.481990814208984,21.16680145263672
mig,0.6,21.3468074798584,21.755218505859375
mig,0.7,21.534442901611328,21.5914249420166
mig,0.8,21.373748779296875,21.487712860107422
mig,0.9,22.060632705688477,21.862506866455078
mig,1.0,21.271944046020508,21.615028381347656
