mode,load,0_efficientnet_b7-4,1_efficientnet_b7-4
mig,0.1,38.67483139038086,37.73856163024902
mig,0.2,37.57977485656738,37.85419464111328
mig,0.3,25.239944458007812,28.85723114013672
mig,0.4,25.594711303710938,24.786710739135742
mig,0.5,27.04930305480957,24.64151382446289
mig,0.6,24.768352508544922,27.446985244750977
mig,0.7,24.348735809326172,25.554180145263672
mig,0.8,25.476694107055664,24.016857147216797
mig,0.9,25.93064308166504,24.42169189453125
mig,1.0,25.425434112548828,24.600505828857422
