mode,load,0_efficientnet_b7-4,1_efficientnet_b7-4
mig,0.1,37.794179916381836,37.247681617736816
mig,0.2,24.701011180877686,26.64904117584229
mig,0.3,24.560499191284183,24.599385261535648
mig,0.4,24.32067155838013,24.011614322662357
mig,0.5,24.002761840820312,23.805971145629883
mig,0.6,23.059415817260742,23.960351943969727
mig,0.7,22.277421951293945,22.864327430725094
mig,0.8,22.39457368850708,22.48140096664429
mig,0.9,22.758126258850098,22.76020526885986
mig,1.0,22.182669639587395,22.320179939270027
