mode,load,0_densenet169-4,1_densenet201-32,2_resnet152-2
mps-uncap,0.8,23.438215255737305,34.87086296081543,20.26200294494629
mps-uncap,0.9,23.685216903686523,36.29016876220703,20.594358444213867
mps-uncap,1.0,26.21293067932129,36.14163398742676,19.345998764038086
mps-uncap,0.5,24.644851684570312,33.87713432312012,22.759199142456055
mps-uncap,0.6,23.16117286682129,34.22284126281738,19.963502883911133
mps-uncap,0.7,25.397300720214844,33.81657600402832,20.735979080200195
mps-uncap,0.1,27.248144149780273,32.617807388305664,22.345304489135742
mps-uncap,0.2,29.526948928833008,33.36930274963379,22.197484970092773
mps-uncap,0.3,29.619455337524414,33.46419334411621,23.111343383789062
mps-uncap,0.4,26.640892028808594,33.62774848937988,21.528244018554688
