mode,load,0_densenet169-4,1_densenet201-32,2_resnet152-2
mps-uncap,0.8,210.47425270080566,490.2913570404053,187.59584426879883
mps-uncap,0.9,348.2935428619385,933.1550598144531,281.9533348083496
mps-uncap,1.0,2071.9730854034424,1102.3921966552734,300.8413314819336
mps-uncap,0.5,49.83949661254883,188.28225135803223,50.83513259887695
mps-uncap,0.6,89.78652954101562,204.26368713378906,51.10430717468262
mps-uncap,0.7,82.49568939208984,176.59449577331543,74.00918006896973
mps-uncap,0.1,29.52718734741211,27.93145179748535,17.709016799926758
mps-uncap,0.2,33.838510513305664,54.09598350524902,44.26145553588867
mps-uncap,0.3,53.777217864990234,58.65836143493652,50.56500434875488
mps-uncap,0.4,50.961971282958984,132.02929496765137,41.739702224731445
