mode,load,0_densenet169-4,1_densenet201-32,2_resnet152-2
mps-uncap,0.8,22.644548416137695,34.481704235076904,19.5986270904541
mps-uncap,0.9,22.341995239257812,34.60284233093262,19.79043960571289
mps-uncap,1.0,25.199413299560547,34.74926948547363,18.498215675354
mps-uncap,0.5,21.906933784484867,33.43190908432007,19.362347126007077
mps-uncap,0.6,21.790473461151123,33.7429404258728,19.11344051361084
mps-uncap,0.7,24.403481483459462,33.049821853637695,19.736952781677246
mps-uncap,0.1,26.75041437149048,31.866359710693363,20.850715637207028
mps-uncap,0.2,26.441574096679695,32.427473068237305,20.988993644714355
mps-uncap,0.3,26.765708923339844,33.04705619812012,21.09031677246094
mps-uncap,0.4,22.425599098205566,33.32911968231201,19.862546920776367
