mode,load,0_densenet121-32,1_inception_v3-16,2_mobilenet_v2-32,3_mobilenet_v3_large-16
mps-uncap,1.0,0.000476837158203125,0.0011920928955078125,0.0021457672119140625,0.000476837158203125
