mode,load,0_mobilenet_v3_small-16,1_mobilenet_v3_small-16,2_mobilenet_v3_small-16,3_mobilenet_v3_small-16
mig,0.1,3.2439231872558594,3.293275833129883,3.305196762084961,5.741357803344727
mig,0.2,3.2455921173095703,3.2949447631835938,3.301858901977539,5.733013153076172
mig,0.3,3.2434463500976562,3.294229507446289,3.3097267150878906,5.735635757446289
mig,0.4,3.2379627227783203,3.298044204711914,3.3042430877685547,5.732059478759766
mig,0.5,3.2396316528320312,3.2944679260253906,3.308534622192383,5.7315826416015625
mig,0.6,3.239154815673828,3.292083740234375,3.3092498779296875,5.7315826416015625
mig,0.7,3.242015838623047,3.292083740234375,3.305673599243164,5.72967529296875
mig,0.8,3.2432079315185547,3.2913684844970703,3.302335739135742,5.737781524658203
mig,0.9,3.243684768676758,3.2968521118164062,3.3054351806640625,5.738019943237305
mig,1.0,3.247499465942383,3.2956600189208984,3.314971923828125,5.732059478759766
