mode,load,0_mobilenet_v3_small-16,1_mobilenet_v3_small-16,2_mobilenet_v3_small-16,3_mobilenet_v3_small-16
mig,0.1,5.548720359802246,5.687513351440427,6.7868995666503915,5.436244010925278
mig,0.2,10.130498409271244,10.390043258666992,9.680290222167969,7.942366600036622
mig,0.3,15.108275413513196,14.36071395874026,13.356852531433093,12.225694656372069
mig,0.4,13.66580247879027,13.459916114807116,14.749093055725098,14.589681625366193
mig,0.5,13.186962604522707,13.329517841339102,12.962632179260249,19.01713371276855
mig,0.6,13.995752334594709,13.664445877075195,13.67669105529792,23.598251342773427
mig,0.7,17.21954345703125,18.381471633911154,20.496621131896962,32.57826566696169
mig,0.8,33.019793033599896,34.54558849334727,29.5974111557007,44.7848629951477
mig,0.9,58.75061035156256,60.350656509399414,55.06106853485108,121.0347032546997
mig,1.0,181.90265893936157,299.5477032661438,138.84878158569336,347.953782081604
