mode,load,0_mobilenet_v3_small-16,1_mobilenet_v3_small-16,2_mobilenet_v3_small-16,3_mobilenet_v3_small-16
mig,0.1,5.930924415588379,6.043815612792969,6.032705307006836,6.145906448364258
mig,0.2,6.048917770385742,5.9814453125,6.096220016479492,6.228327751159668
mig,0.3,6.398105621337891,6.422281265258789,6.333827972412109,6.636714935302734
mig,0.4,5.485486984252931,5.598783493041992,5.633759498596191,6.274557113647461
mig,0.5,4.120063781738282,4.192113876342773,4.236936569213867,6.023168563842773
mig,0.6,3.821110725402832,3.798055648803711,3.870058059692383,6.031131744384766
mig,0.7,3.5572052001953125,3.620624542236328,3.6301612854003906,6.0405731201171875
mig,0.8,3.571748733520508,3.617525100708008,3.6328554153442387,6.070208549499512
mig,0.9,3.591775894165039,3.6429643630981445,3.650140762329102,6.085634231567383
mig,1.0,3.603696823120117,3.661632537841797,3.677845001220703,6.091833114624023
