mode,load,0_mobilenet_v3_small-16,1_mobilenet_v3_small-16,2_mobilenet_v3_small-16,3_mobilenet_v3_small-16
mig,0.1,0.035762786865234375,0.0400543212890625,0.041484832763671875,0.04482269287109375
mig,0.2,0.042438507080078125,0.043392181396484375,0.04410743713378906,0.046253204345703125
mig,0.3,0.04696846008300781,0.047206878662109375,0.048160552978515625,0.049114227294921875
mig,0.4,0.044226646423339844,0.047206878662109375,0.0514984130859375,0.046253204345703125
mig,0.5,0.29921531677246094,0.5379915237426758,0.4649162292480469,0.05125999450683594
mig,0.6,1.1924505233764648,1.1682510375976562,1.3394355773925781,2.0322799682617188
mig,0.7,2.1746158599853516,2.1114349365234375,2.3376941680908203,3.5376548767089844
mig,0.8,3.843545913696289,3.533601760864258,3.552556037902832,6.133079528808594
mig,0.9,8.313894271850586,8.936524391174316,7.566213607788086,16.788482666015625
mig,1.0,67.96801090240479,117.94555187225342,37.778377532958984,64.89300727844238
