mode,load,0_mobilenet_v3_small-16,1_mobilenet_v3_small-16,2_mobilenet_v3_small-16,3_mobilenet_v3_small-16
mig,0.1,3.422856330871582,5.637168884277344,5.684137344360352,5.876302719116211
mig,0.2,5.8814287185668945,5.829572677612305,5.955696105957031,6.011962890625
mig,0.3,6.063103675842285,6.141185760498047,6.081342697143555,6.393909454345703
mig,0.4,5.014300346374512,5.29932975769043,5.456447601318359,6.106853485107422
mig,0.5,4.568576812744141,4.776239395141602,4.731416702270508,6.1397552490234375
mig,0.6,4.646062850952148,4.625082015991211,4.835605621337891,7.858037948608398
mig,0.7,5.501985549926758,5.480527877807617,5.721092224121094,9.362459182739258
mig,0.8,7.204771041870117,6.946444511413574,6.976842880249023,11.957883834838867
mig,0.9,11.657476425170898,12.36414909362793,10.994434356689453,22.641658782958984
mig,1.0,71.29049301147461,121.39368057250977,41.20063781738281,70.72567939758301
